もちもちリングドーナツチョコ,150円（税込162円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/303255/5D07541527D65A8B8487F59F7CD884E5.jpg,https://www.sej.co.jp/products/a/item/303255/,362kcal,2.2g,24.7g,33.0g,32.2g,0.8g,0.66g
もちもちリングシュガー,128円（税込138.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/302303/BF53E51F8870E52AD3A4FAFF567BC99E.jpg,https://www.sej.co.jp/products/a/item/302303/,294kcal,1.2g,20.5g,26.3g,26.1g,0.2g,0.46g
アーモンドチョコケーキ,158円（税込170.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/303379/2D04C04843A956EB9AB0602B75D88F64.jpg,https://www.sej.co.jp/products/a/item/303379/,348kcal,3.7g,21.4g,36.1g,34.3g,1.8g,0.24g
もちもち食感リングドーナツチョコ,128円（税込138.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/302989/201BF905040A044FA541899BBFF07DB7.jpg,https://www.sej.co.jp/products/a/item/302989/,294kcal,2.0g,21.6g,23.4g,22.2g,1.2g,0.46g
アソートドーナツ３個入り,325円（税込351円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/303302/DA28D7F72F6E270D5AC20D541DDC9112.jpg,https://www.sej.co.jp/products/a/item/303302/,N/A,6.6g,72.7g,83.8g,81.3g,2.5g,1.3g
富士山ミルク使用ひとくちドーナツ９個入,138円（税込149.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/302641/682420DA3E552E2B776F4B00F9909D03.jpg,https://www.sej.co.jp/products/a/item/302641/,441kcal,5.2g,24.5g,50.2g,49.6g,0.6g,0.75g
大学芋みたいなオールドファッション,135円（税込145.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/303355/CD579210016C9C1CC30C921994FDC5C6.jpg,https://www.sej.co.jp/products/a/item/303355/,424kcal,3.1g,28.3g,39.6g,38.8g,0.8g,0.4g
ハニーオールドファッション,138円（税込149.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/303337/7702684C3F826F845BA64BCE0FF9EB14.jpg,https://www.sej.co.jp/products/a/item/303337/,460kcal,3.0g,31.4g,41.7g,41.2g,0.5g,0.35g
チョコケーキドーナツ,130円（税込140.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/301947/9260477EA498FE15C144CD9F1789A7E0.jpg,https://www.sej.co.jp/products/a/item/301947/,413kcal,3.7g,28.8g,35.5g,34.0g,1.5g,0.4g
チョコオールドファッション,128円（税込138.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/302300/B1CD0EC7989064C402F41A74962A0E0E.jpg,https://www.sej.co.jp/products/a/item/302300/,424kcal,3.6g,30.8g,33.7g,32.4g,1.3g,0.35g
しっとり黒糖ボールドーナツ２個入り,138円（税込149.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/303324/7A6AB4FF44905EAA14D810ABDDD90197.jpg,https://www.sej.co.jp/products/a/item/303324/,367kcal,3.3g,24.7g,33.2g,32.7g,0.5g,0.46g
野菜ミックスサンド,320円（税込345.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053020/8A1DCAFC219618A047671852E05CE04D.jpg,https://www.sej.co.jp/products/a/item/053020/,287kcal,8.5g,14.4g,31.8g,29.8g,2.0g,1.4g
クロワッサンサンド照焼チキン＆たまご,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053107/6797665F232D5D466C4209400F2D35E1.jpg,https://www.sej.co.jp/products/a/item/053107/,435kcal,12.4g,31.8g,25.4g,24.1g,1.3g,2.2g
バゲットサンドパストラミ＆クリームチーズ,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052955/D7552E1586C3110B33B76DFDC0244811.jpg,https://www.sej.co.jp/products/a/item/052955/,296kcal,10.3g,15.2g,30.2g,28.8g,1.4g,1.6g
野菜ミックスサンド,340円（税込367.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052865/249682977B627466D7D71F71DEFC7C3C.jpg,https://www.sej.co.jp/products/a/item/052865/,295kcal,8.9g,14.8g,32.6g,30.7g,1.9g,1.4g
チーズバーガー,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053102/BEB64D81C5D53163B95D447F6575C222.jpg,https://www.sej.co.jp/products/a/item/053102/,382kcal,15.4g,16.9g,42.9g,41.0g,1.9g,2.2g
たまごサンド,230円（税込248.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052879/13F40F883A7EF918C3B2F126CE81F42A.jpg,https://www.sej.co.jp/products/a/item/052879/,397kcal,11.3g,28.6g,24.0g,23.1g,0.9g,1.2g
ひんやりとろけるフレンチトースト,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053142/2E8FFAD51951BC3B1EFE34FBE0CC0858.jpg,https://www.sej.co.jp/products/a/item/053142/,332kcal,9.7g,13.8g,43.0g,41.7g,1.3g,1g
チーズバーガー,270円（税込291.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052833/E668FA5F664A93390E736F49E0176DA5.jpg,https://www.sej.co.jp/products/a/item/052833/,320kcal,13.9g,13.3g,36.9g,35.2g,1.7g,1.9g
トーストサンドハム＆スクランブルエッグ,268円（税込289.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/051569/88D4652A312CF83359A14AD1CDEC8CCC.jpg,https://www.sej.co.jp/products/a/item/051569/,399kcal,18.0g,16.6g,45.5g,43.3g,2.2g,2.6g
ラップデリスパイシーコブサラダ,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053183/67A0B81CA72DF519EDC72FBADB75416E.jpg,https://www.sej.co.jp/products/a/item/053183/,363kcal,11.4g,23.7g,27.2g,24.6g,2.6g,1.9g
半熟卵てりやきバーガー,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053214/E336E5907705D0EF512C494F3BBD1FB4.jpg,https://www.sej.co.jp/products/a/item/053214/,463kcal,16.8g,26.1g,40.9g,39.6g,1.3g,2.3g
クロックマダム,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053195/26065CF718E198D76AD5F09B0E6A206E.jpg,https://www.sej.co.jp/products/a/item/053195/,299kcal,14.5g,16.3g,24.3g,22.9g,1.4g,1.4g
ミニロール（たまご＆ハム）,240円（税込259.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052960/8F1EFA04043542BC1ED95B1FC7D909E2.jpg,https://www.sej.co.jp/products/a/item/052960/,307kcal,9.3g,17.2g,29.6g,27.9g,1.7g,1.2g
彩り野菜ミックスサンド,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053076/3E18CAD63104CFA7398818FE3CB148CD.jpg,https://www.sej.co.jp/products/a/item/053076/,357kcal,8.9g,21.4g,33.2g,31.1g,2.1g,1.4g
嬬恋村産キャベツ使用コールスローサンド,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053108/61654FD33395E6F5D70190F122EB79F7.jpg,https://www.sej.co.jp/products/a/item/053108/,280kcal,7.7g,14.3g,32.1g,27.9g,4.2g,1.7g
たんぱく質が摂れるチキン＆チリ,400円（税込432円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053133/A125BFF2FF98522C9998ECC234370441.jpg,https://www.sej.co.jp/products/a/item/053133/,284kcal,26.9g,9.2g,25.3g,21.3g,4.0g,2.7g
九州産華味鳥チキンカツサンド,360円（税込388.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052877/25C24C9135FF37B66F4A7437B026D9AD.jpg,https://www.sej.co.jp/products/a/item/052877/,453kcal,18.3g,22.1g,46.4g,44.2g,2.2g,3.1g
４種のフルーツミックスサンド,480円（税込518.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052347/3C71DD2FFAD62A8019AD6770F4C41114.jpg,https://www.sej.co.jp/products/a/item/052347/,247kcal,5.1g,10.8g,33.1g,31.6g,1.5g,0.51g
ミックスサンド,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052890/171D33572C0ADBBB276C327D58DA3300.jpg,https://www.sej.co.jp/products/a/item/052890/,287kcal,10.9g,14.1g,29.9g,28.4g,1.5g,1.3g
トーストサンドＢＬＴ,388円（税込419.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/050167/9A366B1FBD7312EF9683D24CE5FCC324.jpg,https://www.sej.co.jp/products/a/item/050167/,458kcal,15.1g,26.5g,41.6g,38.1g,3.5g,2.3g
タルタルチキンバーガー,378円（税込408.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053158/4297549985958F08A6E7D019F5474ADB.jpg,https://www.sej.co.jp/products/a/item/053158/,425kcal,26.9g,21.6g,31.8g,29.9g,1.9g,3.2g
ブリトーハム＆チーズ,248円（税込267.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053053/9F733126E9C6D3F0FDD2DD13EF12CA4E.jpg,https://www.sej.co.jp/products/a/item/053053/,271kcal,15.7g,11.2g,27.3g,26.2g,1.1g,1.3g
旨辛レッドチリチキンカツバーガー,378円（税込408.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053161/1AE9E7AE22989862F780180809EC865F.jpg,https://www.sej.co.jp/products/a/item/053161/,506kcal,18.9g,28.9g,44.3g,41.0g,3.3g,2.2g
全粒粉たんぱく質が摂れるチキン＆エッグ,410円（税込442.80円）,,https://www.sej.co.jp/products/a/item/050264/,329kcal,32.1g,6.0g,38.8g,34.5g,4.3g,3.3g
チキンカツサンドからしマヨネーズ入り,380円（税込410.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053131/E01AF58A845473116ABE605822665E19.jpg,https://www.sej.co.jp/products/a/item/053131/,423kcal,17.6g,21.3g,41.0g,39.2g,1.8g,2.4g
ソースカツバーガー,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053129/961B2BAD796D1D05AFC6079563F7BD35.jpg,https://www.sej.co.jp/products/a/item/053129/,613kcal,22.4g,34.5g,54.4g,51.9g,2.5g,3.1g
茨城県産たまご使用ボロニアソーセージエッグＢＢＱソース,340円（税込367.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053155/BBD96C394BCEA07083A45C69EA5FC374.jpg,https://www.sej.co.jp/products/a/item/053155/,391kcal,16.2g,20.1g,37.3g,35.5g,1.8g,3g
粗挽き食感ホットドッグカレーキャベツ盛り,220円（税込237.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053120/5E27C0E2800D06CD48D4467D2E9EFE13.jpg,https://www.sej.co.jp/products/a/item/053120/,279kcal,10.2g,16.9g,23.2g,20.0g,3.2g,1.8g
野菜ミックスサンド,330円（税込356.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053083/B48907CC9F7C6155401F65DDA6F763F3.jpg,https://www.sej.co.jp/products/a/item/053083/,289kcal,8.4g,14.8g,31.6g,29.3g,2.3g,1.3g
ミニロール（チキンカツ＆ポテトサラダ）,260円（税込280.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/050198/8B9964D6C3985ACF0457BA3C005092A4.jpg,https://www.sej.co.jp/products/a/item/050198/,317kcal,10.5g,14.3g,37.8g,35.4g,2.4g,1.7g
ソーセージエッグマフィン,240円（税込259.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/051294/EF0C28520F5EF9D4D398A4E295234213.jpg,https://www.sej.co.jp/products/a/item/051294/,382kcal,19.0g,20.4g,31.7g,29.7g,2.0g,2.4g
ハムとたまごのサンド,310円（税込334.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053159/1AA3C6509F6CE02FB71FB27D92F8F006.jpg,https://www.sej.co.jp/products/a/item/053159/,337kcal,11.8g,19.3g,29.7g,28.2g,1.5g,1.4g
ツナ＆きゅうりサンド,320円（税込345.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053112/B39973C809B39010C5F30B12868076E3.jpg,https://www.sej.co.jp/products/a/item/053112/,326kcal,12.6g,19.6g,25.7g,23.7g,2.0g,1.4g
ミニロール（ハムたまご＆コロッケ）,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053044/27618B986FC65D2BA6864388CE32A3B7.jpg,https://www.sej.co.jp/products/a/item/053044/,324kcal,8.5g,15.0g,39.7g,37.6g,2.1g,1.4g
王様トマトの野菜ミックスサンド,348円（税込375.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053088/31240D3FD7BF60B9D6DB3490AC4390CE.jpg,https://www.sej.co.jp/products/a/item/053088/,308kcal,9.3g,16.5g,31.4g,29.5g,1.9g,1.3g
チーズバーガー,270円（税込291.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052829/DFAC6EEBA61EE76973BE627439AB61E0.jpg,https://www.sej.co.jp/products/a/item/052829/,320kcal,13.9g,13.3g,36.9g,35.2g,1.7g,1.9g
Ｗハムカツサンドタルタルソース,360円（税込388.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053052/2D797D800369D37043DBB6671CDD10A7.jpg,https://www.sej.co.jp/products/a/item/053052/,462kcal,12.0g,23.5g,51.6g,49.4g,2.2g,2.9g
シャキシャキレタスサンド,310円（税込334.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053098/575D20FB25F09C86A61103769C4AAF4A.jpg,https://www.sej.co.jp/products/a/item/053098/,269kcal,10.3g,14.1g,26.2g,24.1g,2.1g,1.5g
しっとり食感コッペたまごサラダロール,160円（税込172.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052860/808E34DB2CCD9F0490FBA233C0B3B556.jpg,https://www.sej.co.jp/products/a/item/052860/,348kcal,7.5g,25.4g,22.8g,21.9g,0.9g,1.2g
ブリトーモッツァレラとトマトのマルゲリ－タ,280円（税込302.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052815/4C77538D150D9D50726AE60689C7F23A.jpg,https://www.sej.co.jp/products/a/item/052815/,261kcal,12.8g,9.9g,31.1g,29.3g,1.8g,1g
ひんやりとろけるフレンチトースト,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053190/AA319B565F5128CBC478D1306D38E963.jpg,https://www.sej.co.jp/products/a/item/053190/,371kcal,10.2g,17.6g,43.5g,42.4g,1.1g,1.1g
たまご＆ツナサンド,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052895/DBC299E05878F2DB1C7848F124095AAB.jpg,https://www.sej.co.jp/products/a/item/052895/,338kcal,10.6g,21.9g,25.4g,24.0g,1.4g,1.2g
バゲットサンドベーコン＆北海道産クリームチーズ,260円（税込280.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052346/44412FFF7E7A6A8AD450843D6D2E074E.jpg,https://www.sej.co.jp/products/a/item/052346/,334kcal,9.0g,20.7g,28.7g,27.1g,1.6g,1.4g
野菜ミックスサンド,330円（税込356.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052850/862CA250ECFF3B26D115B083BAEDA2AE.jpg,https://www.sej.co.jp/products/a/item/052850/,335kcal,10.2g,19.1g,31.5g,29.6g,1.9g,1.5g
トーストサンドハム＆チーズ,238円（税込257.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/051160/D37E76A0D7648F1E678FA7C812E91FC0.jpg,https://www.sej.co.jp/products/a/item/051160/,335kcal,17.3g,11.2g,42.1g,40.3g,1.8g,2.2g
タルタル海老カツサンド,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052925/8E15C3B346A3B7AA840E404206D7B44D.jpg,https://www.sej.co.jp/products/a/item/052925/,457kcal,12.8g,25.1g,45.9g,44.0g,1.9g,2.5g
ミニロール（チキンカツ＆ポテトサラダ）,260円（税込280.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053037/2476B451336577A3E44D41C8735D83A8.jpg,https://www.sej.co.jp/products/a/item/053037/,317kcal,10.5g,14.3g,37.8g,35.4g,2.4g,1.7g
たまごサンド,230円（税込248.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052884/97F0BF6FAD9FA6202D32CF74789E8A73.jpg,https://www.sej.co.jp/products/a/item/052884/,397kcal,11.3g,28.6g,24.0g,23.1g,0.9g,1.2g
トーストサンド照焼チキンとたまご,360円（税込388.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052706/445FB08555F95A5A80BAC3F59DFA9D02.jpg,https://www.sej.co.jp/products/a/item/052706/,558kcal,20.4g,34.2g,43.7g,40.7g,3.0g,2.9g
ブリトー台湾風ルーローチーズ,288円（税込311.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053209/97CEF945887734EB9D0C0A3B23CA957F.jpg,https://www.sej.co.jp/products/a/item/053209/,287kcal,12.7g,12.1g,32.6g,31.2g,1.4g,1.4g
野菜ミックスサンド,320円（税込345.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052842/E7B28F60816D59F47B6AC1DC33A9E284.jpg,https://www.sej.co.jp/products/a/item/052842/,287kcal,8.5g,14.4g,31.8g,29.8g,2.0g,1.4g
ミニロール（たまご＆ハムチーズ）,240円（税込259.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053137/59B50100CBCE65FE793F8224B44167DB.jpg,https://www.sej.co.jp/products/a/item/053137/,306kcal,9.0g,17.1g,29.9g,28.2g,1.7g,1.1g
しっとり食感コッペたまごサラダロール,160円（税込172.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052821/A6CAB5106194FBE4C16721029F4EB134.jpg,https://www.sej.co.jp/products/a/item/052821/,348kcal,7.5g,25.4g,22.8g,21.9g,0.9g,1.2g
ハムとたまごのサンド,310円（税込334.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053172/53F4F94FDD3CA4415879F8F4414C59C9.jpg,https://www.sej.co.jp/products/a/item/053172/,337kcal,11.8g,19.3g,29.7g,28.2g,1.5g,1.4g
シャキシャキレタスサンド,310円（税込334.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053094/C5E08A774AC7DEA823C1BED30F262AB2.jpg,https://www.sej.co.jp/products/a/item/053094/,274kcal,10.4g,14.6g,26.3g,24.2g,2.1g,1.5g
キウイ・黄桃・パインサンド,450円（税込486円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053182/81C41706BBF51C85BF6DB2B171BD3A36.jpg,https://www.sej.co.jp/products/a/item/053182/,277kcal,5.2g,10.8g,41.0g,38.7g,2.3g,0.51g
たれチキンカツサンド,380円（税込410.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052858/F9AFCB13C59C12FA631D49A7FCD0976B.jpg,https://www.sej.co.jp/products/a/item/052858/,412kcal,18.1g,20.1g,40.5g,38.8g,1.7g,2.1g
バゲットサンドパストラミ＆クリームチーズ,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052956/6DD277400BAB0AF6CEC6BD97B4381895.jpg,https://www.sej.co.jp/products/a/item/052956/,296kcal,10.3g,15.2g,30.2g,28.8g,1.4g,1.6g
彩り野菜のトリオサンド,310円（税込334.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053073/B140A974AA9CF1C8525A86536F0DE425.jpg,https://www.sej.co.jp/products/a/item/053073/,260kcal,7.6g,11.3g,32.9g,30.8g,2.1g,1.5g
ミックスサンド,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052875/3A546914DD9753967E21CA46CD5BAA1D.jpg,https://www.sej.co.jp/products/a/item/052875/,287kcal,10.9g,14.1g,29.9g,28.4g,1.5g,1.3g
ミニロール（たまごサラダ＆ハム）,240円（税込259.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053026/77913E6DBCE09815753029C38F671401.jpg,https://www.sej.co.jp/products/a/item/053026/,299kcal,9.2g,16.4g,29.5g,27.7g,1.8g,1.2g
６切入りひとくちサンドハム＆たまご,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052832/3F581D72540B13E9E98A35A5354B10BD.jpg,https://www.sej.co.jp/products/a/item/052832/,325kcal,12.1g,16.3g,33.1g,31.6g,1.5g,1.5g
６切入りひとくちサンドハム＆たまご,340円（税込367.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052398/CD967139D20BC7C2E0BAFC078C9DA3FB.jpg,https://www.sej.co.jp/products/a/item/052398/,284kcal,10.2g,12.2g,34.6g,32.4g,2.2g,1.3g
しっとりコッペツナサラダロール,148円（税込159.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052871/B11E0C182CFAAB498A77407A54A231FE.jpg,https://www.sej.co.jp/products/a/item/052871/,301kcal,6.8g,19.7g,24.9g,23.5g,1.4g,0.98g
粗挽き食感ジューシーホットドッグ,188円（税込203.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052839/16DF24AF97A0298AA9CE901FA1CD4974.jpg,https://www.sej.co.jp/products/a/item/052839/,275kcal,10.4g,16.0g,22.7g,21.8g,0.9g,1.7g
上田名物美味だれチキンバーガー,380円（税込410.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053140/2A78689DA1BAD9866D31355B9C44255A.jpg,https://www.sej.co.jp/products/a/item/053140/,373kcal,26.1g,17.0g,29.9g,27.9g,2.0g,2.7g
ブリトーＭＡＴＣＨＡあずきもち,288円（税込311.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053181/C589FC979B8A9D2CB07543AD14485BD8.jpg,https://www.sej.co.jp/products/a/item/053181/,256kcal,7.6g,5.9g,44.3g,41.9g,2.4g,0.8g
久留米ホットドッグ,218円（税込235.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052782/B54BDF70A75C35A9803CD25E734ED4A1.jpg,https://www.sej.co.jp/products/a/item/052782/,301kcal,8.9g,16.3g,31.2g,28.1g,3.1g,1.2g
ブリトーバターチキンカレー,280円（税込302.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052622/06AEC6901CE702F191E319F37BB88AED.jpg,https://www.sej.co.jp/products/a/item/052622/,292kcal,14.3g,12.9g,30.3g,28.8g,1.5g,1.3g
ブリトーウインナー２本入り粗挽きボロネーゼ,288円（税込311.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053168/E4D19F04EFD732F5C900F48D2169F699.jpg,https://www.sej.co.jp/products/a/item/053168/,325kcal,11.0g,18.2g,30.0g,28.6g,1.4g,1.7g
Ｗハムカツサンドタルタルソース,360円（税込388.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/050122/E730D9CD9DD13A4AC8DB1E45C7A54723.jpg,https://www.sej.co.jp/products/a/item/050122/,461kcal,12.2g,23.4g,51.6g,49.0g,2.6g,3g
野菜ミックスサンド,360円（税込388.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053199/429DAEFE007D22DDDA399D80DB464AC5.jpg,https://www.sej.co.jp/products/a/item/053199/,334kcal,8.9g,18.6g,33.8g,31.6g,2.2g,1.6g
チキンカツサンドからしマヨネーズ入り,380円（税込410.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053126/AFF92251E05B82DF76A5DA87B2D1DF7F.jpg,https://www.sej.co.jp/products/a/item/053126/,423kcal,17.6g,21.3g,41.0g,39.2g,1.8g,2.4g
たまごサンド,230円（税込248.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052918/41FB25CEFA0C1C5E5A39C70BC6DE3A88.jpg,https://www.sej.co.jp/products/a/item/052918/,368kcal,11.4g,26.4g,21.8g,20.7g,1.1g,1.2g
上田名物美味だれチキンバーガー,380円（税込410.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053138/8BD42AE95396CDF1B6F1F28E3D18244A.jpg,https://www.sej.co.jp/products/a/item/053138/,373kcal,26.1g,17.0g,29.9g,27.9g,2.0g,2.7g
たまご焼きサンド,340円（税込367.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053019/74747E843656D4A5D09305C52CBF39E6.jpg,https://www.sej.co.jp/products/a/item/053019/,411kcal,18.0g,26.1g,26.7g,25.3g,1.4g,1.9g
ひとくちボックス（たまご＆ハム）,350円（税込378円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052864/23D617B50CB65C299A483432C320DBF7.jpg,https://www.sej.co.jp/products/a/item/052864/,359kcal,12.8g,19.5g,33.7g,32.2g,1.5g,1.6g
ミニロール（たまごサラダ＆ハムチーズ）,230円（税込248.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053152/10D075C3105CEBA46FF19F42B9B9D229.jpg,https://www.sej.co.jp/products/a/item/053152/,280kcal,10.1g,13.3g,30.6g,29.1g,1.5g,1.6g
ミックスサンド,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052853/F15F29281E3AE407BFBDEF6603EE5889.jpg,https://www.sej.co.jp/products/a/item/052853/,288kcal,11.2g,14.0g,30.3g,28.4g,1.9g,1.4g
九州産華味鳥チーズチキンカツサンド,388円（税込419.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052936/2DA700AB9D69AB4BB8F5E986EF3987C0.jpg,https://www.sej.co.jp/products/a/item/052936/,410kcal,19.3g,20.6g,37.8g,35.7g,2.1g,2.7g
ホットドッグ,180円（税込194.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052537/94321029FAC82292E1236243B569D13B.jpg,https://www.sej.co.jp/products/a/item/052537/,277kcal,9.8g,16.3g,23.2g,22.3g,0.9g,1.5g
トーストサンドスクランブルエッグ＆チーズ,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053212/6FA0377B0F5EA862190E88EC915B0E16.jpg,https://www.sej.co.jp/products/a/item/053212/,529kcal,17.2g,30.4g,47.6g,45.7g,1.9g,2.5g
６切入りひとくちサンド（ハム＆たまご）,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052880/D2648999C999A1D9E3BB507FC8AC4A03.jpg,https://www.sej.co.jp/products/a/item/052880/,325kcal,12.1g,16.3g,33.1g,31.6g,1.5g,1.5g
タルタル海老カツサンド,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052923/DB82FD9A4527B0ACB27BB9A725798F78.jpg,https://www.sej.co.jp/products/a/item/052923/,455kcal,12.8g,24.9g,45.8g,43.9g,1.9g,2.4g
タルタル海老カツサンド,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053171/D3429D46001FB8AD4A7F3BB51BF26077.jpg,https://www.sej.co.jp/products/a/item/053171/,457kcal,12.8g,25.1g,45.9g,44.0g,1.9g,2.5g
北海道産きたあかり使用ポテトサラダサンド,290円（税込313.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053188/2D9AE5E746CCAB28CA2CD7C775030225.jpg,https://www.sej.co.jp/products/a/item/053188/,260kcal,7.6g,11.0g,33.8g,31.6g,2.2g,1.8g
クロワッサンたまご＆パストラミ,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053149/FDDF5ECA48002F8DEF4567937F14203F.jpg,https://www.sej.co.jp/products/a/item/053149/,396kcal,11.8g,27.1g,26.7g,25.5g,1.2g,1.7g
ハムとたまごのサンド,310円（税込334.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/053153/2D910357B9DD74C61CF51EECD3495AB6.jpg,https://www.sej.co.jp/products/a/item/053153/,337kcal,11.8g,19.3g,29.7g,28.2g,1.5g,1.4g
